ID_Test;Sexo;Edad_Min;Edad_Max;Valor_Min;Valor_Max;Categoria;Puntuacion;Fuente;Solidez
SIT_AND_REACH;M;50;59;-5;7;MEDIO;65;ACSM;MEDIA
SIT_AND_REACH;M;50;59;7.1;9999;ALTO;100;ACSM;MEDIA
SIT_AND_REACH;M;60;120;-99;-7.1;BAJO;30;ACSM;MEDIA
SIT_AND_REACH;M;60;120;-7;5;MEDIO;65;ACSM;MEDIA
SIT_AND_REACH;M;60;120;5.1;9999;ALTO;100;ACSM;MEDIA
SCRATCH;H;0;59;-99;-10.1;LIMITACION_MARCADA;25;Orientativo;BAJA
SCRATCH;H;0;59;-10;-3;LIMITACION_LEVE;55;Orientativo;BAJA
SCRATCH;H;0;59;-2.9;2;NORMAL;85;Orientativo;BAJA
SCRATCH;H;0;59;2.1;9999;BUENA;100;Orientativo;BAJA
SCRATCH;M;0;59;-99;-8.1;LIMITACION_MARCADA;25;Orientativo;BAJA
SCRATCH;M;0;59;-8;-2;LIMITACION_LEVE;55;Orientativo;BAJA
SCRATCH;M;0;59;-1.9;3;NORMAL;85;Orientativo;BAJA
SCRATCH;M;0;59;3.1;9999;BUENA;100;Orientativo;BAJA
SCRATCH;H;60;64;-99;-16.6;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;H;60;64;-16.5;0;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;H;60;64;0.1;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;H;65;69;-99;-19.1;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;H;65;69;-19;-2.5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;H;65;69;-2.4;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;H;70;74;-99;-20.6;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;H;70;74;-20.5;-2.5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;H;70;74;-2.4;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;H;75;79;-99;-23.1;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;H;75;79;-23;-5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;H;75;79;-4.9;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;H;80;84;-99;-24.1;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;H;80;84;-24;-5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;H;80;84;-4.9;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;H;85;120;-99;-25.6;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;H;85;120;-25.5;-7.5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;H;85;120;-7.4;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;M;60;64;-99;-7.6;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;M;60;64;-7.5;4;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;M;60;64;4.1;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;M;65;69;-99;-9.1;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;M;65;69;-9;4;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;M;65;69;4.1;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;M;70;74;-99;-10.1;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;M;70;74;-10;2.5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;M;70;74;2.6;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;M;75;79;-99;-12.6;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;M;75;79;-12.5;1.5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;M;75;79;1.6;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;M;80;84;-99;-14.1;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;M;80;84;-14;0;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;M;80;84;0.1;9999;BUENA;100;Senior Fitness Test;MEDIA
SCRATCH;M;85;120;-99;-18.1;LIMITACION;40;Senior Fitness Test;MEDIA
SCRATCH;M;85;120;-18;-2.5;NORMAL;85;Senior Fitness Test;MEDIA
SCRATCH;M;85;120;-2.4;9999;BUENA;100;Senior Fitness Test;MEDIA
DORSIFLEXION;AMBOS;0;120;0;5.9;LIMITACION_MARCADA;25;Uso habitual;MEDIA
DORSIFLEXION;AMBOS;0;120;6;9.9;LIMITACION;50;Uso habitual;MEDIA
DORSIFLEXION;AMBOS;0;120;10;13;NORMAL;85;Uso habitual;MEDIA
DORSIFLEXION;AMBOS;0;120;13.1;9999;BUENA;100;Uso habitual;MEDIA
MONOPODAL;AMBOS;18;39;0;14.9;DEFICIENTE;30;Springer et al.;MEDIA
MONOPODAL;AMBOS;18;39;15;30;NORMAL;70;Springer et al.;MEDIA
MONOPODAL;AMBOS;18;39;30.1;9999;BUENO;100;Springer et al.;MEDIA
MONOPODAL;AMBOS;40;49;0;12.9;DEFICIENTE;30;Springer et al.;MEDIA
MONOPODAL;AMBOS;40;49;13;28;NORMAL;70;Springer et al.;MEDIA
MONOPODAL;AMBOS;40;49;28.1;9999;BUENO;100;Springer et al.;MEDIA
MONOPODAL;AMBOS;50;59;0;9.9;DEFICIENTE;30;Springer et al.;MEDIA
MONOPODAL;AMBOS;50;59;10;21;NORMAL;70;Springer et al.;MEDIA
MONOPODAL;AMBOS;50;59;21.1;9999;BUENO;100;Springer et al.;MEDIA
MONOPODAL;AMBOS;60;69;0;4.9;DEFICIENTE;30;Springer et al.;MEDIA
MONOPODAL;AMBOS;60;69;5;10;NORMAL;70;Springer et al.;MEDIA
MONOPODAL;AMBOS;60;69;10.1;9999;BUENO;100;Springer et al.;MEDIA
MONOPODAL;AMBOS;70;79;0;2.9;DEFICIENTE;30;Springer et al.;MEDIA
MONOPODAL;AMBOS;70;79;3;5;NORMAL;70;Springer et al.;MEDIA
MONOPODAL;AMBOS;70;79;5.1;9999;BUENO;100;Springer et al.;MEDIA
MONOPODAL;AMBOS;80;120;0;1.9;DEFICIENTE;30;Springer et al.;MEDIA
MONOPODAL;AMBOS;80;120;2;4;NORMAL;70;Springer et al.;MEDIA
MONOPODAL;AMBOS;80;120;4.1;9999;BUENO;100;Springer et al.;MEDIA
